AM,AC,SEP,RC,CL,TeachingScore,PerformanceGrade,PG_L,PG_R
76.4696700148771,77.7054659470553,77.0699964355227,100,10,61.1533059487254,89,83,95
62.2556559641762,100,68.6732374390748,70,95,70.6654414302038,81,67,95
83.4105396997885,71.380626054094,82.5849704431375,100,30,64.0019683768325,89,83,95
69.7875331651739,74.6849992040806,88.487520870033,60,80,79.1795400843949,78.6040149998564,68.8863030670699,88.321726932643
95.562865476307,65.4132936466039,72.9313707830004,100,50,67.9930679416602,89,83,95
86.1153402363518,58.7018022886272,93.0586006955356,55,45,67.1845669287188,74.3044052819706,67.1807039614271,81.4281066025142
64.3067945867577,47.6512877798616,81.7796434032168,100,20,58.4878283057332,75,67,83
87.0708492716915,59.0753171336619,74.8441636123057,100,40,64.712429573587,89,83,95
89.6643856058972,28.7005745333543,80.334488715062,65,60,74.3888170000683,69.2844417067872,58.629431782484,79.9394516310903
89.0935168202471,89.9983561736101,95.9519958905332,50,60,77.0371467123971,76.0364701919325,69.7895710231945,82.2833693606704
41.0562604788617,52.0758941641531,79.8936409202465,100,60,60.2151979323607,89,83,95
67.2947190468691,33.5809282352622,94.4528207719423,75,75,76.4341994042932,75.1415182363214,67.5590583876205,82.7239780850223
45.1579118721844,84.4216077447299,78.4942564854766,70,50,58.8993488057852,82.710330082006,74.1475598503507,91.2731003136613
100,89.0923917791123,89.1426675302691,70,45,68.4313427818268,85.7464484172378,80.6308761340304,90.8620207004451
80.3804172391116,94.2563680035346,76.8728083722771,65,55,68.7351457662153,81,67,95
71.1999911704796,96.3395772324217,87.7680639470599,40,85,81.110921661593,75,67,83
57.7969802042519,50.4127193642759,67.8995947535513,100,60,62.3517575884335,81,67,95
64.4867626312306,58.5148959551158,86.7383255529673,85,60,66.6856468353473,82.475225576151,75.7595637363582,89.1908874159438
65.3183489586522,80.7195237844488,72.2290136916372,100,40,60.3931105655854,89,83,95
86.7281469320824,95.6635674223443,76.6027183999962,45,55,69.6352697838481,66.5,50,83
79.7349557946561,30.4784279041906,68.557168399327,100,85,77.1761673402891,83,83,83
94.1162616985795,83.6301568254216,75.4523342438889,40,70,78.3016930640191,74.8877099798555,67.0713516132107,82.7040683465002
73.8823560611074,45.5847838319942,82.0065347633782,60,55,68.1923779149286,69.6560454524246,61.1880327766429,78.1240581282063
40.4457919200303,42.6213395267245,88.7216816788516,50,65,63.5565877397952,63.7866357694587,55.1184012470408,72.4548702918766
89.7835459310871,65.7534254126075,82.8325517748135,80,55,72.0810043286901,85.5229102683046,77.8433857948036,93.2024347418056
90.3536652476136,74.2701373544116,82.7904124292197,90,30,64.8944516199383,88.2818061338959,84.0239798867442,92.5396323810477
76.9735316857991,72.5344050540481,85.4670899753355,30,35,64.0933757789002,58.3492901027007,50.3639699058025,66.3346102995988
84.0308326399858,41.012458900619,79.583420335953,90,50,68.0264703731121,81.5151773569335,79.0874427702294,83.9429119436376
74.8977852412552,85.4469841762309,79.8434466327697,65,55,68.2132410728682,81.9276698283475,75.3198791007763,88.5354605559187
76.3206850577634,54.3098163433309,81.0022920701962,100,20,62.3190976630743,89,83,95
73.2753986197891,42.7477225224314,70.0950017157404,80,40,62.4589999765126,77.0435971873139,69.948319593601,84.1388747810267
54.5762230802562,73.8220663726373,74.599921441867,100,45,58.7948440385786,89,83,95
63.1984336974417,100,67.6053317114086,50,55,62.8604716027058,66.5,50,83
39.9473928765326,72.6757978169357,83.5891993317699,40,30,48.5367725087993,61.6234777496016,52.7357778265062,70.5111776726969
81.1173255389587,80.4236502152041,92.9001574625528,75,30,65,87.1148070456743,80.4708231030804,93.7587909882682
65.7957278758892,81.6451354472602,83.3056583451631,65,85,77.0414083668508,82.135817383827,72.6249506158114,91.6466841518425
75.4914000660704,69.0647901389937,77.2148883248267,60,75,75.8473588110817,77.8392351312182,69.3352354700871,86.3432347923492
85.561623291015,45.8073598231327,77.5130428043928,50,95,83.1979207358935,69.5534360733343,61.1178641715914,77.9890079750772
62.029923050498,60.9589723373526,83.0740885966206,50,25,58.3532080287373,67.2875371323332,56.327741119284,78.2473331453825
70.6695818907109,63.5426675603289,73.7529455155815,100,20,57.602543843726,89,83,95
82.6915016669287,46.6339974160919,74.868618038308,70,55,68.5231508753264,73.6664283005319,66.292268921022,81.0405876800418
52.5368070991048,70.224605786692,82.0587059852525,100,65,65.3941772971825,89,83,95
53.2081931344318,64.736562921697,77.7004492675164,75,45,59.4767238529483,79.8261450580065,71.0344308562883,88.6178592597247
62.9979688995541,15.8254351076131,65.4156404335947,90,30,52.1748659009108,72.2767231878627,68.1585759814996,76.3948703942258
50.3368656717897,56.120080564194,68.9808258511845,95,15,46.856199441964,75,67,83
97.706551964187,83.1510467696621,79.8180120468694,55,55,71.4139592479036,75.2668530235307,68.1679174089906,82.3657886380708
85.9358314318642,6.51829407933618,82.9073603620567,100,75,80.4478613257469,83,83,83
78.1321136333481,73.8795257017226,77.0857758863334,60,35,63.2808546306906,77.1400790277725,69.3728008997018,84.9073571558432
91.2842173823938,64.5257713078562,91.7006171208697,70,65,82.6923076923077,83.9347306217342,76.7315654103813,91.137895833087
84.4293865773938,63.7813107397277,94.5684932982651,95,75,82.5271126345107,89,83,95
61.8885032520991,74.4227165367874,74.8216487791447,100,20,53.3478393076473,89,83,95
100,86.6475229444004,76.0894042959418,100,40,65.3337774276551,89,83,95
76.4622305978707,53.8100162290784,87.5534728820756,75,55,69.7454007457783,78.7195065463702,69.0596891756816,88.3793239170588
82.6046449692501,76.5187618461264,80.6849505942636,65,55,69.8853030213851,81.2964240667823,71.9153768865812,90.6774712469833
90.371353181757,71.2214963346501,85.8441765895375,100,60,77.0305963729755,89,83,95
61.0815155938091,46.463781147252,73.093140148491,90,45,60.8497083374704,81.1904580680137,78.7266174677984,83.654298668229
61.6618473695939,88.8724493474929,80.9243131811166,95,20,56.559643681559,89,83,95
60.2515726683746,93.324745867738,85.0707024352954,100,40,61.1166452504715,89,83,95
74.5293163043015,71.8998256293828,78.7537765751486,55,65,71.7585025703664,75.107180114661,67.7798510131068,82.4345092162151
88.0313940761483,77.7610059839322,79.8808652539257,100,65,76.6734082588611,89,83,95
61.2778289144026,78.5002391308172,83.1867839463208,40,20,57.205289755801,63.0070892431417,52.3953928563687,73.6187856299147
75.5148624496356,75.4403205217498,90.8004326291252,100,55,70.0765765384051,89,83,95
71.2462114848419,79.5739986343161,75.1199567931073,65,65,69.708918154387,81.4478603476572,71.9751005565163,90.9206201387981
59.1365334712998,86.1730056621524,82.4800715372101,70,35,58.6020347843623,83.1808740912554,75.4513594337633,90.9103887487476
62.0802588873455,70.6392350106692,84.0778335756216,80,30,59.2241061522487,82.2883943773299,72.0774692952713,92.4993194593885
69.6966833783309,74.0674346793319,81.6917993620873,100,35,62.5892608176739,89,83,95
87.4426092766594,74.8939085287709,82.3794983653854,60,20,64.3075108640656,77.3012335759732,69.5655207360115,85.0369464159349
69.4688455580851,31.8618760731562,80.0403015828929,70,20,60.3777924271282,71.0962519979713,61.3234839125567,80.8690200833859
75.9237130272198,100,74.1849633497931,80,55,67.4831082246666,89,83,95
83.3705345877679,87.0338715703567,70.5346208009164,95,45,65.2048660337395,89,83,95
72.3542955316295,19.305521359887,66.1750963699851,35,30,57.1859843771917,41.2616902125232,32.7400989910082,49.7832814340382
90.723620014919,68.7296190726425,78.1554879944452,100,25,64.925961142016,89,83,95
90.2067464248303,32.1660183340798,79.6409591940835,100,45,66.9399847206701,75,67,83
60.7684536404755,58.0202745801739,80.4827071002711,70,35,58.8017356317983,75.5570447170334,68.3176124912666,82.7964769428003
74.8394404248167,89.8302597834422,88.9983506209576,20,45,66.3102205584162,64.8434250984787,62.334127577479,67.3527226194783
69.7275232098713,92.1625701066466,83.1030064302043,95,40,63.6193951938421,89,83,95
49.7568971816158,65.3340460048977,79.9702611355424,100,55,62.364135032621,89,83,95
59.260048262379,45.5122968855806,78.7422124918232,65,60,64.3663718358242,70.3504059462019,63.8509186057371,76.8498932866668
85.3468914704665,58.9245193817837,70.4641568734881,100,85,79.8842485757275,89,83,95
75.1115322217207,70.7944205276835,86.7230059582037,75,60,70.9556607974783,87.8352037368881,82.0769223469766,93.5934851267996
68.1453844282263,96.6741671366911,84.6913399730228,75,40,63.3880630108146,89,83,95
66.5452785039128,69.2387494266079,71.3116472962348,0,85,72.0580907109578,58.5,50,67
96.8508022646254,52.2468330324291,78.207799114081,90,50,69.1266755909158,84.8067388513515,81.010107904422,88.603369798281
60.3255067063988,66.7996297749734,77.9193974749622,55,50,63.1764261928908,74.4558086956571,67.8548814159388,81.0567359753754
58.0616997394655,68.5375170540281,80.4695424139101,10,10,53.7866747760593,53.8440328283737,50,57.6880656567475
74.5418628161822,74.3418589365412,76.576644489108,65,45,65.1242801693482,80.350029124021,72.5133829699598,88.1866752780823
98.7716689148395,46.7364710480605,79.0531484120132,80,45,67.3476491820622,79.0888812314639,71.2200682870422,86.9576941758856
61.8243367091588,69.2640384793662,86.4077502351053,95,60,65.8041459985869,89,83,95
78.6182643016437,67.3458306775464,70.1899097394097,95,50,66.1385652898334,89,83,95
85.3121400945033,100,80.2158044614914,65,20,63.7162499996013,81,67,95
66.4906852300545,56.4342450401718,69.8211556525,50,45,62.1232572903388,67.2999185363482,56.7386876460339,77.8611494266625
89.8342579258274,70.0587425055452,74.9176701963488,70,65,74.306415890287,84.5677524284129,76.3512989258522,92.7842059309735
69.0974008002318,100,92.7355706959567,95,10,64.1754103553083,89,83,95
87.7989022050287,31.2288559030325,89.2559731498031,30,70,82.3558422010628,57.7209698660436,50,65.4419397320872
80.4786514793619,81.5282631433105,86.0760158457116,65,60,73.0566431423332,81.9265075974736,72.7380733582197,91.1149418367276
77.3737465752691,80.6576422935456,75.1765982168832,95,40,63.7741299582362,89,83,95
48.5021813400352,16.7546916391503,85.4731891719013,100,60,63.6150571689276,75,67,83
83.9712369266643,57.6140723833562,85.7223476220013,75,35,64.499520003469,78.7520391237402,70.2267303526863,87.2773478947941
66.6354437895208,82.3482265207888,83.8778802029954,80,60,67.1625961348858,89.4258892466661,83.8517784933322,95
57.0265582867811,31.4864336293246,73.4820365614434,100,95,70.0988530505108,75,67,83
42.7900215257344,69.9132462417064,89.1228344896611,100,65,64.1887241872938,89,83,95
78.3782123480038,61.1970288963949,83.7476920720318,30,50,67.8513289263353,57.6000847790423,50,65.2001695580847
80.5551596946559,68.3264725791078,78.8117571987878,45,65,73.8626192559617,69.0372125139153,59.3099106107693,78.7645144170613
46.7912093362337,22.7665826290093,87.1578759995497,90,35,54.9261312067095,75.1937066142221,70.1030209497487,80.2843922786955
75.7941154972172,100,77.1892725223223,100,60,69.3191700283451,89,83,95
64.4974508286555,100,86.0225660840947,60,35,61.6825111746026,81,67,95
78.2622795094666,92.1553355492393,71.30077121181,85,50,66.3865162153423,91.821075565563,88.642151131126,95
48.3043770929723,83.0445804218718,81.2110878330875,60,45,58.8836826317105,77.1466732867742,69.0916825200261,85.2016640535223
82.7956976151839,39.6995312378079,70.8502322826271,100,55,67.477718508084,81,67,95
69.66730712785,78.8513822813852,72.4411085886611,100,55,66.103204525047,89,83,95
100,52.7020958686678,68.6247155875251,70,55,68.0077236211016,75.0595677800882,67.644153129283,82.4749824308933
54.7517283127388,22.4987514026069,74.8541865827682,100,75,67.4093996975565,75,67,83
65.4728854879063,55.6821675401457,80.2869406290267,75,45,63.4522629342037,77.1998888098747,69.3286372924574,85.071140327292
63.1807928964286,63.9952597628811,71.3218756004378,50,65,66.3016932918687,70.335818981817,62.8468178742375,77.8248200893965
95.5217684472698,76.93623437326,83.7192859262076,100,60,74.7889829999965,89,83,95
96.6347280570039,66.5781138277126,73.540155765907,20,45,66.7039245038172,54.9896646841566,50,59.9793293683131
67.3149142515323,51.5860757158951,77.753591565055,100,30,59.8758884696578,89,83,95
79.5358295255375,100,83.6858343396423,100,40,64.6384254597201,89,83,95
100,60.4803385319571,71.3291608120863,40,65,73.5660784422212,63.4511794284263,53.2746587634355,73.6277000934171
77.5989484266575,43.699291524414,92.21686945099,50,70,79.257691319678,68.1543332395588,57.176895353732,79.1317711253855
75.9947449101273,91.3596690684802,82.5258685988531,50,50,67.3656908138534,72.5256332476751,66.7157112321189,78.3355552632314
44.7134028952749,74.220246545709,81.7722098569647,40,65,63.427865438879,64.710660994401,54.5075643395331,74.9137576492689
38.6404366365757,39.4805672592165,77.4095191882029,95,40,50.2823140242436,75,67,83
94.5264060447869,30.1973115800772,92.5694357563007,95,30,65,75,67,83
100,72.6408711419343,80.6430043797441,30,45,67.4706002180913,58.6555648068427,50.4199792873947,66.8911503262907
78.9082122641959,70.2190487469641,69.2435772179256,95,65,69.745606869128,89,83,95
69.4244034983078,43.4068444871678,64.5211030235271,95,25,53.3404728207563,75,67,83
66.3164737105786,100,82.6656349407403,80,35,61.5141837285959,89,83,95
90.5755089639732,57.8896300094171,70.335907649517,100,65,71.460938233355,89,83,95
100,59.6162698913928,84.2011787459237,65,75,82.463014813369,80.0414703356416,71.4393229437848,88.6436177274984
90.9596933307526,100,95.622408456031,100,0,65,89,83,95
95.6481684081745,57.4929107059356,83.5371345713478,95,55,72.2825612651235,89,83,95
84.8465777962535,81.2594380559021,83.4454997904597,95,85,82.3014882660714,89,83,95
41.2413097156336,56.5859132484785,76.8699312071511,100,50,56.3073454524457,83,83,83
53.4387446140708,51.9839561109942,87.2907321797384,55,40,60.1470313063599,67.5440592432137,56.127954807866,78.9601636785615
97.1677398663476,88.4468532347872,82.5758687999236,100,50,69.8374389715606,89,83,95
80.3674751897575,60.532013905551,65.1455982760981,65,75,72.3082530162826,79.1753786510673,70.6725562729544,87.6782010291801
55.5549126216237,96.0753323245361,78.462505765235,50,30,54.8279774798727,66.5,50,83
42.3284135876391,43.2188541369013,88.306829234063,20,55,61.6836184056513,48.4216777337218,44.4336667539458,52.4096887134979
90.1248587035729,53.4868153054901,85.6857921535451,100,45,67.1059763784714,89,83,95
57.7502353441513,20.3485334247474,79.0638658791333,65,45,60.9215100832581,66.3652458785784,60.011192087562,72.7192996695949
62.746689325273,76.8528821971334,85.7206155934339,40,10,59.0485567711622,62.9825899678007,52.5952359894552,73.3699439461462
77.2150207052245,56.30867534384,86.1239849902595,60,35,64.1962474694287,74.6630799176762,67.4593850706301,81.8667747647224
83.335292092094,86.6882134317618,81.1998122631495,80,50,68.0893259236326,89.8706020537563,84.7412041075126,95
91.6586897568457,63.2665127277037,84.6583294202879,100,35,65,89,83,95
67.1118764884556,82.0420151811582,77.8361381700491,100,65,68.6834682125474,89,83,95
77.5995506703282,52.2789735671576,81.1380438556543,95,50,67.498290662809,89,83,95
62.9510228965831,75.8727205039752,83.3390781271354,100,65,67.6222629558231,89,83,95
70.005022051909,74.9682765767547,75.7298714179493,60,30,60.4602829673818,76.9092548849324,68.6822012991573,85.1363084707074
84.6658819339165,80.8356869401555,90.721918415986,85,95,84.9340305696159,90.4629129956747,85.9258259913495,95
84.0517448245467,86.9279356475683,74.1041784138989,60,60,69.989847383538,78.6115576718941,71.8069448774817,85.4161704663065
95.5604553815691,69.263974547072,87.9852687032683,70,20,65,81.8975170825195,74.2748621020795,89.5201720629595
80.6937666171041,75.8301254959157,77.4360977909576,70,20,62.453995753029,82.1342983922236,72.6989936250273,91.5696031594198
78.3007637238143,47.5494879309731,79.901257458161,50,20,62.4720585172083,65.1493517408978,55.8914322920996,74.407271189696
56.0359807713665,16.9617270434912,95.2344449309491,100,75,70.323743991052,75,67,83
67.9200162364188,100,80.2458706541294,100,35,61.6659451938062,89,83,95
67.2267308640386,69.5281193433433,74.3806116228203,65,55,65.5887998823401,79.90701225545,72.9417281429287,86.8722963679713
61.9231430164106,82.4919466055576,82.0813197265277,95,70,69.0320257640977,89,83,95
100,64.8409134893373,74.7381461836654,80,60,71.7727133529943,85.0403400294103,77.1442042441922,92.9364758146284
70.1411381221864,39.0359854348604,79.9315823779004,100,65,70.2098675813053,81,67,95
100,73.1359736802764,72.5310468763672,80,40,65.264278259304,85.9399750385057,78.4731661293793,93.406783947632
80.6173029546375,60.4319521438709,79.9066258640034,75,55,69.4150036468789,81.5629906594062,71.820195774928,91.3057855438844
86.320739988228,52.4149030359395,80.2001590695786,75,55,70.5566185560827,78.3433325477808,68.6098506387629,88.0768144567987
75.1429548642384,64.6910499437946,87.6952953636808,100,40,64.804463658467,89,83,95
79.2774242522416,33.3667431220369,81.0874613415309,80,35,63.8072832152938,75.8175245204778,68.6350490409557,83
74.4688526649531,69.0621679831108,83.6875054826225,75,45,65.7418371059171,83.3882356978209,75.2305710303843,91.5459003652575
65.3243017718847,49.2670938327784,66.8374703538947,60,65,65.6033306332465,70.0601642705759,61.4207011877161,78.6996273534357
85.2462062341948,81.914978090566,78.0453363320426,100,60,71.9204129765472,89,83,95
64.0375419723251,40.539915686118,81.1498583992411,85,20,58.0952478410948,76.6081038448958,70.2162076897916,83
45.4096425463676,63.4025145618142,66.2587142820542,65,70,62.2412537517142,78.0460622821267,71.2941881114578,84.7979364527955
77.4759600273171,36.1917935492657,69.0777283448157,85,30,60.6139752724542,76.4273307050279,69.8546614100559,83
39.6033914446795,32.8791234386198,76.470970189254,100,70,62.7482121853991,75,67,83
94.6635314054191,59.1475672188755,89.9296439462748,100,45,68.5595032095692,89,83,95
90.72292560188,62.525634358693,80.1740096847868,95,35,64.9558874259243,89,83,95
100,72.8515854153311,74.5107814160246,100,35,65,89,83,95
67.1093597514969,49.7472847931138,78.0386752170673,40,40,62.0668189043642,60.5165352972879,52.381618063784,68.6514525307919
33.9658027625081,80.9459925553663,83.5598227826693,80,45,52.59750721473,83.2918860164198,73.153794227959,93.4299778048806
91.007817375409,100,81.2723728544748,50,20,65,66.5,50,83
71.4847502710117,93.5360862572426,83.8784878464461,70,25,62.7391091106602,85.3593499969114,81.1458935478332,89.5728064459897
98.3350317272319,28.698231382453,85.9141726354853,100,35,65,75,67,83
100,63.4205060150637,73.5717957492457,80,75,79.5536861716393,89.0257616956041,83.0515233912082,95
82.2836570792235,51.0521038458969,76.8398400738942,90,45,65.8913041857599,83.7680730850361,81.0558751396227,86.4802710304495
67.574465354898,57.0379159190297,72.315088448811,100,55,65.461347420711,89,83,95
71.6261644008011,97.4473582864387,84.7333427207147,100,30,63.2299240646841,89,83,95
86.9341795858892,59.1599626762349,80.9263581120509,85,60,73.5072622468895,85.3778006614308,77.8941100142879,92.8614913085738
66.67884247482,64.9329199528926,79.4972653451763,20,60,66.8528491628233,54.5443304882369,50,59.0886609764738
61.9056566536262,69.8172884512234,76.8606553281885,55,40,59.8881758749408,74.7026479943536,67.5464668236118,81.8588291650953
77.3191093359871,75.3110163361549,85.499639202671,100,75,78.7111814203198,89,83,95
100,69.9946933279124,81.070498796236,70,20,65,82.1205414494394,74.3483952955714,89.8926876033074
90.7638221200004,11.4143189256952,83.4577602220338,40,85,83.9076594754365,60.8284589940511,54.6569179881022,67
76.4176873947753,60.317927489477,75.8401703608695,100,70,73.8802843473859,89,83,95
62.6824623064698,66.1313302039759,78.597000641674,45,70,69.0251293717069,67.8882698464303,59.8007828394294,75.9757568534312
81.396747124891,24.9955031918027,86.4907065947629,100,75,80.2371275858749,83,83,83
94.0178142909631,60.7386117325622,82.6214371140797,45,60,74.4344665330652,67.3711060790768,56.9996509416693,77.7425612164843
63.0046691157127,23.2625059048259,75.3588106343766,65,45,61.9372868667366,66.8378440150317,59.679530623887,73.9961574061764
75.6505575427655,43.1941901709774,83.5943102673827,95,35,63.7550254285439,81,67,95
88.9476019839726,59.9204180193851,73.6934377840414,100,60,70.7461653933836,89,83,95
91.6916809498606,18.7531933750041,79.4820363017018,70,65,77.8796212028206,72.1950592013318,65.1740110918275,79.2161073108361
80.0486613947457,67.7104322577541,82.5215014927621,80,40,64.5794053201246,83.567363009645,75.690150913072,91.4445751062179
86.763503624434,79.4208016402079,79.4601383209106,85,65,76.029267101109,89.6174430765077,84.2348861530154,95
68.1223582351549,91.7334996050274,66.1860319120834,95,65,66.2368193558603,89,83,95
67.6741465843919,58.4134798628619,75.7155050616865,95,30,59.2714259367636,89,83,95
88.0033289122431,40.3403345877394,71.7014579460297,100,55,68.2146699908538,81,67,95
85.3355030347688,20.3497395257051,71.9721726825083,95,30,63.3960813566524,75,67,83
94.1518617188031,69.4995363357451,77.0395767900261,90,25,65,86.3835232630385,82.5214450157486,90.2456015103283
83.6862566523723,85.5945742144327,92.232623629135,80,65,79.4996103090147,89.6000819509651,84.2001639019303,95
75.0973772437956,32.9625594827307,81.2268265782691,100,25,62.6232118408908,75,67,83
75.0804668062037,95.4746296954521,79.524773851941,100,65,72.1279195225219,95,95,95
83.8324374991168,33.8323577520618,69.3013350529722,100,30,62.2512285258773,75,67,83
78.0345193376158,66.9659130979497,86.4111120353299,40,55,70.0339837636615,65.0549009347392,55.332154749544,74.7776471199344
83.2460008188519,87.6281555619865,87.8317685557502,70,40,65.1117421371379,84.9538533072982,79.8915935575626,90.0161130570339
80.1877606739068,100,84.5896082285522,40,45,66.3905421198066,66.5,50,83
100,80.1482124985391,77.3759041103123,60,40,65.3589043771545,77.6514777355249,69.8259742465055,85.4769812245443
72.6309515550294,90.5103509539778,80.4574835548781,100,35,63.0791247982416,89,83,95
68.7253471524212,53.8311648955139,77.3764765917474,65,85,76.2333123979822,77.199931868804,68.9052269138634,85.4946368237446
