AM,SEP,CL,TeachingScore
65.4728854879063,80.2869406290267,45,63.4522629342037
63.1807928964286,71.3218756004378,65,66.3016932918687
95.5217684472698,83.7192859262076,60,74.7889829999965
96.6347280570039,73.540155765907,45,66.7039245038172
67.3149142515323,77.753591565055,30,59.8758884696578
79.5358295255375,83.6858343396423,40,64.6384254597201
100,71.3291608120863,65,73.5660784422212
77.5989484266575,92.21686945099,70,79.257691319678
75.9947449101273,82.5258685988531,50,67.3656908138534
44.7134028952749,81.7722098569647,65,63.427865438879
38.6404366365757,77.4095191882029,40,50.2823140242436
94.5264060447869,92.5694357563007,30,65
100,80.6430043797441,45,67.4706002180913
78.9082122641959,69.2435772179256,65,69.745606869128
69.4244034983078,64.5211030235271,25,53.3404728207563
66.3164737105786,82.6656349407403,35,61.5141837285959
90.5755089639732,70.335907649517,65,71.460938233355
100,84.2011787459237,75,82.463014813369
90.9596933307526,95.622408456031,0,65
95.6481684081745,83.5371345713478,55,72.2825612651235
84.8465777962535,83.4454997904597,85,82.3014882660714
41.2413097156336,76.8699312071511,50,56.3073454524457
53.4387446140708,87.2907321797384,40,60.1470313063599
97.1677398663476,82.5758687999236,50,69.8374389715606
80.3674751897575,65.1455982760981,75,72.3082530162826
55.5549126216237,78.462505765235,30,54.8279774798727
42.3284135876391,88.306829234063,55,61.6836184056513
90.1248587035729,85.6857921535451,45,67.1059763784714
57.7502353441513,79.0638658791333,45,60.9215100832581
62.746689325273,85.7206155934339,10,59.0485567711622
77.2150207052245,86.1239849902595,35,64.1962474694287
83.335292092094,81.1998122631495,50,68.0893259236326
91.6586897568457,84.6583294202879,35,65
67.1118764884556,77.8361381700491,65,68.6834682125474
77.5995506703282,81.1380438556543,50,67.498290662809
62.9510228965831,83.3390781271354,65,67.6222629558231
70.005022051909,75.7298714179493,30,60.4602829673818
84.6658819339165,90.721918415986,95,84.9340305696159
84.0517448245467,74.1041784138989,60,69.989847383538
95.5604553815691,87.9852687032683,20,65
80.6937666171041,77.4360977909576,20,62.453995753029
78.3007637238143,79.901257458161,20,62.4720585172083
56.0359807713665,95.2344449309491,75,70.323743991052
67.9200162364188,80.2458706541294,35,61.6659451938062
67.2267308640386,74.3806116228203,55,65.5887998823401
61.9231430164106,82.0813197265277,70,69.0320257640977
100,74.7381461836654,60,71.7727133529943
70.1411381221864,79.9315823779004,65,70.2098675813053
100,72.5310468763672,40,65.264278259304
80.6173029546375,79.9066258640034,55,69.4150036468789
86.320739988228,80.2001590695786,55,70.5566185560827
75.1429548642384,87.6952953636808,40,64.804463658467
79.2774242522416,81.0874613415309,35,63.8072832152938
74.4688526649531,83.6875054826225,45,65.7418371059171
65.3243017718847,66.8374703538947,65,65.6033306332465
85.2462062341948,78.0453363320426,60,71.9204129765472
64.0375419723251,81.1498583992411,20,58.0952478410948
45.4096425463676,66.2587142820542,70,62.2412537517142
77.4759600273171,69.0777283448157,30,60.6139752724542
39.6033914446795,76.470970189254,70,62.7482121853991
94.6635314054191,89.9296439462748,45,68.5595032095692
90.72292560188,80.1740096847868,35,64.9558874259243
100,74.5107814160246,35,65
67.1093597514969,78.0386752170673,40,62.0668189043642
33.9658027625081,83.5598227826693,45,52.59750721473
91.007817375409,81.2723728544748,20,65
71.4847502710117,83.8784878464461,25,62.7391091106602
98.3350317272319,85.9141726354853,35,65
100,73.5717957492457,75,79.5536861716393
82.2836570792235,76.8398400738942,45,65.8913041857599
67.574465354898,72.315088448811,55,65.461347420711
71.6261644008011,84.7333427207147,30,63.2299240646841
86.9341795858892,80.9263581120509,60,73.5072622468895
66.67884247482,79.4972653451763,60,66.8528491628233
61.9056566536262,76.8606553281885,40,59.8881758749408
77.3191093359871,85.499639202671,75,78.7111814203198
100,81.070498796236,20,65
90.7638221200004,83.4577602220338,85,83.9076594754365
76.4176873947753,75.8401703608695,70,73.8802843473859
62.6824623064698,78.597000641674,70,69.0251293717069
81.396747124891,86.4907065947629,75,80.2371275858749
94.0178142909631,82.6214371140797,60,74.4344665330652
63.0046691157127,75.3588106343766,45,61.9372868667366
75.6505575427655,83.5943102673827,35,63.7550254285439
88.9476019839726,73.6934377840414,60,70.7461653933836
91.6916809498606,79.4820363017018,65,77.8796212028206
80.0486613947457,82.5215014927621,40,64.5794053201246
86.763503624434,79.4601383209106,65,76.029267101109
68.1223582351549,66.1860319120834,65,66.2368193558603
67.6741465843919,75.7155050616865,30,59.2714259367636
88.0033289122431,71.7014579460297,55,68.2146699908538
85.3355030347688,71.9721726825083,30,63.3960813566524
94.1518617188031,77.0395767900261,25,65
83.6862566523723,92.232623629135,65,79.4996103090147
75.0973772437956,81.2268265782691,25,62.6232118408908
75.0804668062037,79.524773851941,65,72.1279195225219
83.8324374991168,69.3013350529722,30,62.2512285258773
78.0345193376158,86.4111120353299,55,70.0339837636615
83.2460008188519,87.8317685557502,40,65.1117421371379
80.1877606739068,84.5896082285522,45,66.3905421198066
100,77.3759041103123,40,65.3589043771545
72.6309515550294,80.4574835548781,35,63.0791247982416
68.7253471524212,77.3764765917474,85,76.2333123979822
57.5268509515052,84.835041027839,65,66.1516216846398
79.3727699530711,80.4944252497646,40,64.4082886512483
57.6564806728424,74.4098581345399,55,62.8785624479717
74.070140154536,74.0693337680584,55,67.173095996644
79.1253246516474,71.0418048398474,25,61.5921450703788
60.4499538497465,70.3281856446801,50,61.9759104301953
81.4091055370306,71.5616814361643,50,66.6209257068688
59.45662378542,82.0148781909704,20,55.557722354147
67.6450893206027,77.5490635201218,50,65.2806396003229
86.5861127813136,81.5152269660707,30,64.2960955058975
68.2732790058343,77.6446025200839,50,65.4754518815037
61.1389818287732,78.5839022378459,60,64.971496129289
76.4916194108419,83.6413364912742,30,63.4841510922163
84.2351148145047,79.3300024118998,80,80.2305112502398
49.6063069540543,84.5104814374751,55,63.0737627251046
80.4120169930233,67.3558942671713,35,61.4747751008644
46.5780462961952,74.6024857725873,70,64.6465013623269
61.7254202653984,75.7659032875878,75,69.5565308934172
76.3053471388635,79.4631560086543,65,72.5985677364536
77.340043189494,87.6622112187367,85,82.0237236423496
78.5613401922188,77.4699824482317,30,62.9135025737263
80.7276506990188,82.2094231258791,60,71.952941558373
100,72.3114377728372,75,79.1598243040116
75.9511824396031,80.8454764292296,40,64.162769728295
72.083287474659,80.9142799071027,50,66.6689967669543
87.1113294736193,68.2914495168852,40,63.8476146628608
65.2295863041801,69.5286288844009,30,55.3062142950384
71.3081974737208,77.5493225585156,35,62.4319500712618
61.0442714885087,69.4544165141368,20,49.9207517517156
61.1813371277547,82.1114821648149,65,66.9058796648972
84.7248027935841,81.5529642075726,85,81.9039876580952
89.2569263118796,72.3262674560397,35,64.5694305686927
86.1385379303999,84.9925170350136,60,74.6871759778347
73.3150004556628,71.339605465364,30,60.2726394807524
49.6191244430459,74.0589313761368,40,54.3340594808363
60.1457095364428,94.2367973467684,30,60.6232699743721
66.8995199137482,74.6919441926482,65,68.0286799396191
76.1062069455857,89.2638416722936,60,72.1322762665148
81.193651333528,69.6027116914978,45,64.7424002867647
88.0045036727102,75.5061772251338,35,64.4086793966203
63.1716164849269,86.4030994676617,45,63.7388059419146
96.415832845053,82.3441408646173,65,77.474219323486
88.0626096102827,78.3935209079168,50,68.3435240682304
77.3282476067421,84.8225765178899,20,63.3007163004773
81.6367448853998,74.7146942034602,30,62.9716205808278
73.5899055211766,79.757528397166,30,62.5384067123315
62.4924458140313,78.4931032838482,55,64.6425559840616
71.0681062277243,79.8741266928317,40,63.6748496825388
81.2989742413955,70.6311910000064,10,61.1814111210526
56.5514452552897,79.8998111589378,65,65.6752391330161
66.5069062964019,88.3391899709041,50,65.9251089761897
64.7979076226338,83.6723533557552,65,68.2730499558164
58.3125594270703,79.0480634124929,30,56.1060578311065
100,78.8070268777943,30,65
80.7740589753133,84.360486658854,45,66.4043342652026
74.683586202547,86.230883116635,35,64.071592371918
50.1006957998116,82.2547167224184,30,53.2879331962514
74.4522511358584,78.1983901541241,40,63.7979658786001
73.9867394771388,81.5465991290608,30,62.868422979222
60.5422850713596,82.791381608693,30,58.1173506642861
71.3988114089568,79.5997407358986,60,68.4641988506344
73.2199250504058,81.5395415383451,45,65.4306554253017
84.6998544668229,88.2502735387457,40,65.1888139360085
84.8999000901127,79.0754310213453,50,68.0791668906516
59.7454427554177,75.9916009629774,65,65.810487791039
73.5889355870197,81.6958122341294,60,69.434046816034
85.1210804460856,88.7872925116259,40,65.2376106960129
75.1450954883197,80.6561022077749,45,65.5789391747076
92.2260697268332,81.8385550824956,10,65
83.9805127789616,63.549771303747,45,63.4220746106903
57.3389609423208,77.9975853742612,80,69.6231141407142
39.4309305478868,76.7762883024298,10,45.1353619049482
86.7963494102235,87.0842301392696,10,64.6047517791832
41.1812198514228,86.4222094165008,40,54.3952324284909
79.590795861724,74.2830798243196,30,62.6108960068432
100,76.7963589197661,40,65.3475851351517
79.2342664516256,84.8751129476414,55,70.0627547367038
69.4079473948701,87.6133510225263,45,65.3588122451681
78.5874586540786,85.0005121567749,60,72.0889234550014
72.2585887735358,73.3670678821138,45,64.5205654840345
78.0427902430765,79.4147796729182,55,68.8805069452603
98.4276420849116,77.2974837229671,75,80.7179636634272
67.4026696528231,84.4760842758039,40,63.1444878535776
100,75.2364991200281,65,75.092382468761
87.2978409797213,82.5507533057387,40,65.0465992060451
64.5286273467531,75.8071611322828,50,64.1707376419016
61.7296708932445,72.4418995345793,55,63.7504603195692
59.1025580594017,79.9647436848711,55,63.7454702406361
67.3410318905482,85.4161487800689,25,61.5689263785445
81.9150035578218,69.7974704709075,75,74.9136465006413
51.5550669041213,79.4795044974573,20,50.1552021386552
67.7183650852923,82.9651586908982,55,66.532112736851
94.4321424584724,83.9329780658885,20,65
56.888744084967,84.3162272653374,50,63.3727015307511
85.5500764438061,72.8507541576146,45,65.7330441740273
64.9965074517538,79.6361970804427,60,66.3025291371789
53.2029518149328,80.5988298752134,25,53.0735198058921
82.554697855193,84.4311647435964,0,63.5319174030804
85.4673233674712,83.6645481198756,65,77.0072042364741
81.2186820524988,81.9643770252277,40,64.6069028219623
84.8335634372846,80.9041146198719,50,68.2177187048764
100,79.9745218341523,55,71.446314829731
64.376666506455,91.5585243335599,20,62.440457770521
61.3771918804577,76.1137398983526,45,61.4768392747138
87.478665955292,72.3289918905006,65,72.1507862264368
90.4087190707655,78.9232893220997,95,84.7832599409349
100,83.6334169337397,65,77.8852288809567
72.8122384873443,80.3826849106015,20,61.5630105203839
70.7629987657144,85.1971520302731,55,67.6417040349689
88.9401746852126,84.7803126358927,50,69.0458383887921
63.6991030651125,89.0732863354819,40,63.2210032962866
96.266009248257,82.9009109419857,70,80.7720855775375
86.6245556663925,78.8138792941448,75,79.6410887247734
70.9991389628909,75.6942222886021,55,66.885312424293
90.1067593412552,71.6734527862762,55,68.4658106276944
83.1979663038619,77.42594241858,45,66.0303444173861
59.1959728423889,67.179738495379,45,58.1693409948574
94.2847856844074,79.9469601615372,35,65
75.2419258278484,77.9624140177163,20,61.3029234991419
88.197394393684,89.9800416563172,35,64.9505782823733
68.5750932270332,75.2631422271619,55,66.0935178268751
84.0235470427236,72.3794279648545,20,62.5030000962346
73.0019586066691,80.8219248807122,75,75.9858875622115
32.529148059604,64.8018915609784,50,48.6871089915667
100,70.8868474776492,75,78.6792796735308
59.2220472771926,82.5315503904873,55,64.0066333577844
59.5126194137766,84.7169635625048,35,59.3954040549909
100,84.5370223458728,85,83.8727977620545
95.3895445051053,89.6059452753443,65,80.4354894136494
78.3676435978097,80.1999808668385,65,73.5887851247371
77.8208376203074,94.4588918369122,30,65
73.8595317033584,84.8950953891318,10,62.8581972271506
64.3019978865298,73.823513339857,25,55.5836570058746
66.613454537685,81.1309866527953,45,63.8747172550338
80.3162355563813,75.8722575368693,65,72.5862955247342
96.1307219845523,76.3122694038277,20,65
93.48920621248,84.6409482662071,75,82.9150686888771
81.9849738505221,90.9527633070945,65,78.8026901997807
42.1266588337217,79.1187169665556,40,52.7278717394355
74.4838454833082,94.7366389973048,45,66.8145131425752
26.4975613716168,87.6130325809117,75,64.0407058346759
75.9166266588758,88.6406654304368,25,64.3190797927486
71.4951056331779,75.6936020064473,75,73.9825416472386
93.815170089629,78.5560507097542,30,65
66.3768690395577,65.2366356406846,75,67.9836367090398
40.78183662494,86.9145734311623,75,64.9271236694237
54.7088052538083,81.1913819506935,30,55.1274985279326
92.8254194562341,91.9699641510585,75,85
83.3919586609427,82.4567557200634,45,66.4328511635116
47.8112174303383,75.8297935033633,30,50.9050073919504
57.3520551686228,90.3587381839542,40,62.1616850336724
81.2873855392647,64.9792444717906,60,66.4068999693519
57.5565628224243,72.491323512932,35,55.0450588656606
98.9092128199778,75.4987042233607,55,70.1558450698002
80.4610193762439,79.788059884915,30,63.4399405592314
55.3750273027505,76.4292983081488,30,54.0410583016169
61.723749332044,78.1665616636149,70,68.545324343253
99.5424122131497,73.8885287712521,75,79.6526652410163
66.128670767112,76.0389586387114,75,71.632884150265
65.5827311213577,84.7115122732942,55,66.0436186443065
85.074217514885,87.0496052220937,45,66.8530307476294
100,82.6636828677913,55,72.0580802391101
99.8246455924042,82.19364527862,40,65.4339320306544
84.72971021795,81.2643055391993,25,63.9041886670704
67.8111836783039,80.0444114502147,55,66.3556612509377
56.1538041007146,81.3686875774466,65,65.7339874566885
86.0362833947582,88.4135140739943,65,79.2121650885609
78.3781233812119,77.5407195784563,75,76.9352193677274
72.5081774267656,78.7400444061555,65,70.9971611804963
90.1869365061671,83.4458898552271,25,64.8654094816008
58.3457039436849,82.1555526427341,45,61.5997879317485
74.7558448516611,88.1780131428726,75,78.6248224679972
54.8529593150075,65.7961090873815,60,61.0849774928564
73.4328783525916,77.2018907290661,30,61.9096229029668
48.2818146382436,85.6835884046454,75,66.9488811583424
51.2882224427172,81.4727600796325,50,62.1958336987934
49.487738461728,79.2206137824654,30,52.5383498480115
84.0261804391134,84.4512335394764,30,64.2316873338532
88.8635004800775,82.320068639618,55,71.678326819679
77.6850263529934,76.9450604124682,45,65.5185199327438
93.96268908082,78.9680462645572,30,65
69.3633063043369,80.2048132840136,20,60.3737524425615
70.4150168963169,87.6751827682215,85,80.768733464051
92.5819558311535,75.6077417544684,30,65
63.1602702506006,71.1270740052228,20,51.6699528263192
100,82.9402392473852,75,82.1276445213939
28.9294884262057,86.7587865623114,45,50.923274829347
98.0983908172386,76.8779365378776,40,65.3491784480054
58.1153196802141,73.5817141353363,25,52.5963202486441
81.6573136329296,73.8226098240895,30,62.8664922889047
77.1882071880594,78.8792459722464,45,65.6816301807123
100,82.6313303304891,50,69.8468962979881
60.8900023429474,77.8681638930692,60,64.8196815649307
78.0877317042834,79.8011521431183,45,65.8514157753768
84.6831365574234,87.864184981927,45,66.8931728843057
75.6428434978507,85.74057428188,40,64.5981767297533
79.0179847366596,82.6063850884239,30,63.6122282632552
81.9475270237953,85.4186664782505,65,76.3684994522382
70.016583009361,82.9914309714082,65,70.4226130283541
82.3135344343449,87.251455002215,0,64.0440794957456
78.3915104582434,88.4316037564027,55,70.6080298373512
99.0470052675903,84.0355020557321,30,65
39.6869658043262,85.4413632680324,65,62.5956912119528
55.9824282752133,81.5696534451351,20,53.1754290139368
83.3357247872203,87.3078876985557,40,65.0753214966463
90.8553870051606,92.2866988353584,60,80.0109963725602
73.9588892959056,93.3874826128428,50,67.8502137246887
79.5145599796045,81.3427353458001,50,67.7659938687185
68.7459962287161,74.2797520565597,60,66.8359065275463
58.0932859027831,77.4920343142828,50,62.5359224241837
73.5324690930911,79.4594163475839,50,66.7925380914936
70.3440955249763,76.3237892445371,45,64.4858905352106
77.8432435490067,74.6805625109707,10,60.9391667607704
58.527049585309,84.4935478143328,75,69.7687692773586
90.9154312166039,82.6326016168281,50,69.1482222664433
96.3146743979267,79.0066525656955,20,65
78.0284460656887,85.3704612527232,45,66.2875359587055
76.2502859469915,89.1344814461869,45,66.4813351106487
67.0703078857006,81.7303131297233,20,59.776374560943
91.2338229295071,76.7858280323304,50,68.4351922892192
81.3187198034923,74.6704215025778,65,72.2629009441578
66.3543314155237,73.6958010631293,45,62.8465887783543
83.4786757593694,88.5041001280773,75,81.5293172849219
100,71.806348623635,20,65
93.8161670268023,77.8127971148988,40,65.3319713397003
86.3835814434413,69.2397667099633,25,62.6477953174216
83.8835074953467,77.2919021925667,45,66.0725202857574
73.2506978666023,78.0232126279462,95,80.5013882854015
100,71.1970559112223,65,73.5144749653212
92.91813322705,82.3776953654131,45,67.0988787817606
62.3428371237903,77.6542708642289,20,55.4025700526025
55.2818448835375,89.71182921307,40,61.4833944938896
67.2043165611078,81.2466306797425,85,76.9857834669674
88.9894680343719,84.5613205506398,30,64.7441091837571
100,69.8073899751582,60,69.8233435444984
80.7204570783076,76.3086676160337,60,70.2284895690624
70.1609101661403,79.2209003456238,0,59.8423744814028
100,79.0322994763539,60,73.4453935817992
92.0348624206529,87.9373235045279,85,84.5607765172331
81.5638717431969,75.4640081131418,60,70.0817679522301
74.5023060398294,89.0809245168504,55,69.3455853163169
72.81719222662,83.3030967188235,60,69.367052296357
72.4500047733899,84.1089558680573,30,63.1706690986158
65.8466793422372,73.2629630748756,75,70.6534146472335
95.8201642557055,80.0305506743661,65,76.8224715951946
89.9899027103183,88.6567644791856,50,69.5493830656593
77.8074660603115,75.8510014684358,85,78.9816824580134
90.9075553207102,71.6368243552676,40,65.1989297907295
100,81.2833461943859,65,77.1627910778693
88.9233288052385,82.6030257619212,0,64.4436925211987
66.8056318705946,88.9909628304058,10,62.396195574633
73.4995698091771,78.6083327640499,55,67.7613423374966
62.7228587683388,86.6455851965916,75,72.3424443342723
90.6291879655521,75.8540771096877,70,77.9854342839076
78.2466081466536,81.2386636187006,85,80.4578981229033
55.3725842617106,69.9812747310099,40,55.1540683315523
85.531508520866,83.0400951226558,65,76.8012948789244
77.0717925897254,74.6617213407569,30,62.1070954300417
70.179337114943,83.309832079337,45,65.0992679687084
69.9277300702526,74.5464419640531,50,65.6696997195639
82.9027090712757,79.6310249373727,30,63.6964087201375
75.9106988750784,76.5082607038585,45,65.2695612438505
93.360046575886,69.0919073300813,75,77.0457799379463
75.7284067488075,85.3158909047362,35,63.9938546230415
98.2465731740002,74.8768949970494,70,78.0769121082224
79.6382962284642,74.3176172880405,55,68.0604539671846
76.3262164998617,85.6546603570042,55,69.3589769778451
99.1188686815912,69.5445534923446,85,81.2057305481
70.0699622353068,74.9672851955961,65,69.2480343438086
58.513516729702,78.3844605940044,30,55.9282568189966
55.193396254874,67.9733794841624,65,63.590617474111
91.178410020118,82.2420146106414,35,65
81.466545710277,81.3817193459697,60,71.9279651800539
88.3328663828984,76.4381767357866,55,69.8924594873446
53.2133318299744,76.3790987906007,65,64.9550956195398
55.8661360323877,80.5879141022646,55,63.4434277538979
29.1552105889715,82.0553987139472,70,62.1035950671273
67.2374603110233,89.0118384592849,45,65.0727477655627
